,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
2260,James Green: 3 moons and a planet that could have alien life,James Green,383,342,123,123,74,56,31,4,3,7,19,17,39,9,1230
2261,Sarah Parcak: Hunting for Peru's lost civilizations -- with satellites,Sarah Parcak,228,179,75,10,3,16,140,39,35,13,22,24,28,10,822
2262,Anand Giridharadas: A letter to all who have lost in this era,Anand Giridharadas,206,24,36,140,272,25,64,92,28,62,37,39,13,5,1043
2263,Gonzalo Vilariño: How Argentina's blind soccer team became champions,Gonzalo Vilariño,129,61,194,68,34,14,21,15,3,10,3,2,4,1,559
2264,Olivier Scalabre: The next manufacturing revolution is here,Olivier Scalabre,532,74,105,283,81,52,158,142,26,17,24,13,34,18,1559
2265,Timothy Ihrig: What we can do to die well,Timothy Ihrig,189,362,96,356,27,102,209,6,7,27,2,25,9,11,1428
2266,Laura Boushnak: The deadly legacy of cluster bombs,Laura Boushnak,38,50,113,55,58,17,30,7,18,4,1,3,1,3,398
2267,Don Tapscott: How the blockchain is changing money and business,Don Tapscott,1329,589,737,44,324,153,60,244,28,23,56,6,10,15,3618
2268,Vanessa Ruiz: The spellbinding art of human anatomy,Vanessa Ruiz,283,137,357,23,76,23,14,42,187,41,2,5,26,14,1230
2269,Julia Bacha: How women wage conflict without violence,Julia Bacha,117,156,133,24,219,20,101,48,3,9,6,15,9,5,865
2270,Christopher Bell: Bring on the female superheroes!,Christopher Bell,51,384,110,827,490,126,446,142,20,17,245,202,3,4,3067
2271,Kio Stark: Why you should talk to strangers,Kio Stark,64,292,424,866,189,335,334,454,65,72,20,39,26,6,3186
2272,Jonathan Tepperman: The risky politics of progress,Jonathan Tepperman,145,57,151,150,201,22,19,12,45,3,13,7,7,16,848
2273,James Veitch: The agony of trying to unsubscribe,James Veitch,2210,369,75,566,67,218,56,14,82,79,57,7,5,12,3817
2274,Sal Khan: Let's teach for mastery -- not test scores,Sal Khan,1031,1442,143,425,391,196,740,16,87,99,14,34,40,2,4660
2275,Courtney E. Martin: The new American Dream,Courtney E. Martin,276,141,438,145,175,52,21,25,17,55,44,69,8,10,1476
2276,David Camarillo: Why helmets don't prevent concussions -- and what might,David Camarillo,24,244,238,20,353,122,23,99,247,72,18,54,72,29,1615
2277,Franz Freudenthal: A new way to heal hearts without surgery,Franz Freudenthal,166,142,208,235,160,43,3,4,52,14,28,1,2,3,1061
2278,Neha Narula: The future of money,Neha Narula,160,668,154,60,33,43,249,95,170,44,89,49,11,16,1841
2279,Julie Lythcott-Haims: How to raise successful kids -- without over-parenting,Julie Lythcott-Haims,619,923,2249,443,1000,619,483,127,19,18,50,78,23,16,6667
2280,Michael Shellenberger: How fear of nuclear power is hurting the environment,Michael Shellenberger,150,175,306,488,146,43,29,101,16,13,7,32,20,14,1540
2281,Michael Murphy: Architecture that's built to heal,Michael Murphy,392,714,86,100,256,133,173,5,135,5,1,3,18,6,2027
2282,Abigail Marsh: Why some people are more altruistic than others,Abigail Marsh,557,309,578,313,140,4,36,14,42,44,4,50,6,32,2129
2283,Eric Liu: There's no such thing as not voting,Eric Liu,174,87,106,47,50,15,6,17,20,27,12,7,4,1,573
2284,David Burkus: Why you should know how much your coworkers get paid,David Burkus,224,438,236,92,247,9,36,4,16,67,29,35,13,12,1458
2285,Nadia Lopez: Why open a school? To close a prison,Nadia Lopez,207,462,213,97,103,24,90,49,1,12,7,6,6,0,1277
2286,Sebastian Kraves: The era of personal DNA testing is here,Sebastian Kraves,41,170,117,7,70,111,28,9,31,15,9,26,2,3,639
2287,Rebecca MacKinnon: We can fight terror without sacrificing our rights,Rebecca MacKinnon,177,97,33,117,110,4,17,7,24,15,9,5,7,5,627
2288,J.D. Vance: America's forgotten working class,J.D. Vance,96,278,407,211,357,7,52,38,7,22,19,2,12,10,1518
2289,Camille A. Brown: A visual history of social dance in 25 moves,Camille A. Brown,430,313,258,191,32,82,5,26,44,29,21,18,14,13,1476
2290,Oded Shoseyov: How we're harnessing nature's hidden superpowers,Oded Shoseyov,410,282,57,336,179,221,6,7,24,1,21,39,39,2,1624
2291,Sam Harris: Can we build AI without losing control over it?,Sam Harris,813,209,146,516,47,109,523,202,64,114,58,10,16,10,2837
2292,Helen Fisher: Technology hasn't changed love. Here's why,Helen Fisher,124,297,86,51,18,208,79,10,31,4,22,77,92,27,1126
2293,Ellen Jorgensen: What you need to know about CRISPR,Ellen Jorgensen,426,37,58,156,91,10,7,4,65,20,17,38,6,12,947
2294,Sayu Bhojwani: Immigrant voices make democracy stronger,Sayu Bhojwani,144,141,114,46,41,64,26,44,8,17,14,7,11,0,677
2295,Adam de la Zerda: We can start winning the war against cancer,Adam de la Zerda,251,73,110,17,111,24,33,5,35,24,4,7,4,0,698
2296,Isaac Lidsky: What reality are you creating for yourself?,Isaac Lidsky,3442,606,674,217,718,853,10,34,1093,355,23,78,7,1,8111
2297,Rainn Wilson: Ideas worth dating,Rainn Wilson,374,47,78,14,12,51,26,19,32,16,3,24,20,10,726
2298,John McWhorter: 4 reasons to learn a new language,John McWhorter,369,24,38,514,583,138,377,255,46,65,148,11,18,35,2621
2299,Ione Wells: How we talk about sexual assault online,Ione Wells,168,356,100,289,7,95,12,38,31,2,16,1,7,1,1123
2300,Pico Iyer: The beauty of what we'll never know,Pico Iyer,182,652,281,53,418,95,30,112,59,18,27,13,6,11,1957
2301,Melissa Walker: Art can heal PTSD's invisible wounds,Melissa Walker,152,60,174,2,1,112,184,46,24,43,6,1,5,7,817
2302,Jim Hemerling: 5 ways to lead in an era of constant change,Jim Hemerling,104,667,144,231,18,312,5,15,62,14,50,51,24,12,1709
2303,Trevor Copp and Jeff Fox: Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,296,130,229,57,117,13,23,26,62,12,60,5,35,14,1079
2304,Rachel Botsman: We've stopped trusting institutions and started trusting strangers,Rachel Botsman,92,339,167,221,182,31,39,29,24,9,10,18,8,1,1170
2305,Todd Coleman: A temporary tattoo that brings hospital care to the home,Todd Coleman,189,50,107,35,84,129,24,9,13,13,9,2,3,4,671
2306,Zeynep Tufekci: Machine intelligence makes human morals more important,Zeynep Tufekci,24,7,29,396,173,239,49,96,43,157,51,49,6,30,1349
2307,Manwar Ali: Inside the mind of a former radical jihadist,Manwar Ali,269,140,139,431,254,35,9,21,22,78,21,11,5,9,1444
2308,Philippa Neave: The unexpected challenges of a country's first election,Philippa Neave,152,59,32,25,7,27,5,11,6,11,5,10,10,31,391
2309,Wanis Kabbaj: What a driverless world could look like,Wanis Kabbaj,447,364,444,271,124,60,108,61,72,11,35,42,18,2,2059
2310,Ian Bremmer: How the US should use its superpower status,Ian Bremmer,106,60,67,47,55,142,12,34,41,13,24,10,17,6,634
2311,Alyssa Monks: How loss helped one artist find beauty in imperfection,Alyssa Monks,535,295,454,43,117,33,23,19,8,9,37,4,22,5,1604
2312,Tasos Frantzolas: Everything you hear on film is a lie,Tasos Frantzolas,125,432,336,22,92,91,4,78,102,107,48,4,1,13,1455
2313,"Silk Road Ensemble + Rhiannon Giddens: ""St. James Infirmary Blues""",Silk Road Ensemble + Rhiannon Giddens,161,16,43,49,32,3,11,5,1,1,1,6,4,3,336
2314,Kelli Jean Drinkwater: Enough with the fear of fat,Kelli Jean Drinkwater,1243,688,349,441,522,109,118,165,51,114,119,40,147,47,4153
2315,Christopher Soghoian: Your smartphone is a civil rights issue,Christopher Soghoian,355,605,123,186,72,35,36,83,46,40,68,77,25,24,1775
2316,Kandice Sumner: How America's public schools keep kids in poverty,Kandice Sumner,243,315,304,319,422,92,48,34,27,55,21,24,35,4,1943
2317,Mallory Soldner: Your company's data could help end world hunger,Mallory Soldner,48,31,88,73,49,106,12,17,4,29,6,12,1,0,476
2318,Tim Leberecht: 4 ways to build a human company in the age of machines,Tim Leberecht,71,238,7,369,87,133,17,61,9,148,77,5,17,18,1257
2319,"Amanda Palmer, Jherek Bischoff, Usman Riaz: ""Space Oddity""","Amanda Palmer, Jherek Bischoff, Usman Riaz",206,53,52,9,17,2,20,12,10,19,13,9,6,3,431
2320,Halla Tómasdóttir: It's time for women to run for office,Halla Tómasdóttir,233,335,63,65,12,86,63,23,77,20,7,6,6,5,1001
2321,Suzanne Barakat: Islamophobia killed my brother. Let's end the hate,Suzanne Barakat,612,911,243,67,673,31,108,171,34,7,10,77,17,11,2972
2322,Jonathan Haidt: Can a divided America heal?,Jonathan Haidt,117,452,334,234,169,34,29,41,14,46,10,18,33,9,1540
2323,Fawn Qiu: Easy DIY projects for kid engineers,Fawn Qiu,255,292,351,70,173,116,22,42,30,47,6,4,6,0,1414
2324,"Hector Garcia: We train soldiers for war. Let's train them to come home, too",Hector Garcia,96,192,224,82,61,19,22,21,68,8,8,6,5,1,813
2325,Kimberlé Crenshaw: The urgency of intersectionality,Kimberlé Crenshaw,21,71,48,51,121,159,144,95,4,28,17,8,16,4,787
2326,Bettina Warburg: How the blockchain will radically transform the economy,Bettina Warburg,127,112,120,479,193,203,112,35,53,62,5,39,15,25,1580
2327,Steven Johnson: The playful wonderland behind great inventions,Steven Johnson,466,416,443,98,171,165,27,5,152,22,57,3,5,0,2030
2328,Victor Rios: Help for kids the education system ignores,Victor Rios,265,559,174,199,94,28,104,9,25,19,3,10,13,0,1502
2329,Roger Antonsen: Math is the hidden secret to understanding the world,Roger Antonsen,239,555,87,874,732,399,411,192,134,63,21,26,6,16,3755
2330,Sandi Toksvig: A political party for women's equality,Sandi Toksvig,200,334,404,47,161,15,46,82,47,4,23,16,12,32,1423
2331,Juan Enriquez: What will humans look like in 100 years?,Juan Enriquez,251,209,389,696,135,225,542,84,67,10,17,15,24,37,2701
2332,Adam Galinsky: How to speak up for yourself,Adam Galinsky,1456,1668,565,150,790,338,56,165,34,78,175,50,60,22,5607
2333,Joe Lassiter: We need nuclear power to solve climate change,Joe Lassiter,152,231,48,87,11,44,19,33,15,12,18,12,10,14,706
2334,"Alicia Garza, Patrisse Cullors and Opal Tometi: An interview with the founders of Black Lives Matter","Alicia Garza, Patrisse Cullors and Opal Tometi",80,54,91,148,77,12,93,13,7,42,15,26,12,11,681
2335,Danny Dorling: Maps that show us who we are (not just where we are),Danny Dorling,437,125,278,51,64,73,181,6,41,21,16,4,17,20,1334
2336,Ryan Gravel: How an old loop of railroads is changing the face of a city,Ryan Gravel,151,14,76,28,38,6,39,8,29,26,19,9,8,2,453
2337,Kate Adams: 4 larger-than-life lessons from soap operas,Kate Adams,174,340,486,134,2,18,6,116,101,35,75,31,16,14,1548
2338,Tiq Milan and Kim Katrin Milan: A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,447,90,357,248,77,65,14,27,8,11,28,4,23,35,1434
2339,Natalie Panek: Let's clean up the space junk orbiting Earth,Natalie Panek,29,17,63,186,65,100,54,18,27,28,8,21,13,4,633
2340,Jia Jiang: What I learned from 100 days of rejection,Jia Jiang,1856,3085,786,767,727,280,1417,71,430,133,7,7,11,1,9578
2341,Elizabeth Lesser: Say your truths and seek them in others,Elizabeth Lesser,877,715,519,149,137,70,43,24,53,24,8,5,12,4,2640
2342,Veerle Provoost: Do kids think of sperm donors as family?,Veerle Provoost,49,137,90,62,15,35,3,10,43,28,1,8,5,3,489
2343,Kevin B. Jones: Why curiosity is the key to science and medicine,Kevin B. Jones,163,75,22,49,21,105,80,8,23,9,5,7,5,0,572
2344,Kevin Kelly: How AI can bring on a second Industrial Revolution,Kevin Kelly,64,102,281,126,223,329,17,2,23,33,21,27,19,10,1277
2345,Rebecca Brachman: Could a drug prevent depression and PTSD?,Rebecca Brachman,123,241,395,155,17,39,124,68,26,68,22,12,9,9,1308
2346,Dena Simmons: How students of color confront impostor syndrome,Dena Simmons,157,256,143,149,49,32,16,50,42,24,21,14,16,8,977
2347,Laura Vanderkam: How to gain control of your free time,Laura Vanderkam,1851,2906,367,664,133,355,305,34,1361,377,210,70,25,14,8672
2348,David Autor: Will automation take away all our jobs?,David Autor,34,89,40,23,468,234,247,22,75,142,6,27,13,22,1442
2349,Chinaka Hodge: What will you tell your daughters about 2016?,Chinaka Hodge,309,391,119,230,27,25,25,27,32,67,54,7,19,16,1348
2350,Anjali Tripathi: Why Earth may someday look like Mars,Anjali Tripathi,447,77,239,26,49,68,52,10,54,12,21,7,19,7,1088
2351,Sharon Brous: It's time to reclaim religion,Sharon Brous,325,126,674,35,270,296,82,37,107,33,45,20,18,14,2082
2352,James Beacham: How we explore unanswered questions in physics,James Beacham,301,305,71,291,54,53,43,60,64,15,9,4,32,5,1307
2353,Adam Grant: Are you a giver or a taker?,Adam Grant,309,1399,1666,698,288,612,296,661,52,93,29,19,23,17,6162
2354,Erika Gregory: The world doesn't need more nuclear weapons,Erika Gregory,125,148,29,13,119,22,50,3,27,8,14,8,9,4,579
2355,Sam Kass: Want kids to learn well? Feed them well,Sam Kass,442,193,95,256,45,64,30,29,37,6,7,5,2,1,1212
2356,Sofia Jawed-Wessel: The lies we tell pregnant women,Sofia Jawed-Wessel,169,146,369,277,49,269,22,28,32,128,92,80,22,79,1762
2357,Mandy Len Catron: A better way to talk about love,Mandy Len Catron,446,174,364,97,123,177,215,75,62,21,7,14,31,35,1841
2358,George Tulevski: The next step in nanotechnology,George Tulevski,272,85,61,146,31,32,20,17,21,19,17,59,4,18,802
2359,Dan Bricklin: Meet the inventor of the electronic spreadsheet,Dan Bricklin,266,348,177,57,213,27,40,30,31,4,9,18,4,0,1224
2360,"Alejandro Sánchez Alvarado: To solve old problems, study new species",Alejandro Sánchez Alvarado,118,187,254,187,38,70,43,20,10,21,17,1,3,0,969
2361,"Sisonke Msimang: If a story moves you, act on it",Sisonke Msimang,64,494,126,192,180,9,123,141,201,7,25,7,60,19,1648
2362,Jennifer Brea: What happens when you have a disease doctors can't diagnose,Jennifer Brea,1027,727,897,131,154,126,266,11,21,3,5,8,10,12,3398
2363,Ashley Judd: How online abuse of women has spiraled out of control,Ashley Judd,53,126,202,594,123,124,332,236,756,47,235,27,49,34,2938
2364,Emily Parsons-Lord: Art made of the air we breathe,Emily Parsons-Lord,48,94,49,133,30,16,10,7,49,7,17,18,43,14,535
2365,Robb Willer: How to have better political conversations,Robb Willer,106,419,427,72,102,414,70,79,50,15,11,6,83,8,1862
2366,Paul Knoepfler: The ethical dilemma of designer babies,Paul Knoepfler,292,132,33,42,71,40,24,65,15,21,29,11,4,3,782
2367,Jeanne Gang: Buildings that blend nature and city,Jeanne Gang,204,340,158,162,205,22,35,8,9,30,33,89,9,25,1329
2368,Caleb Barlow: Where is cybercrime really coming from?,Caleb Barlow,391,70,84,117,47,8,36,21,9,31,7,8,2,9,840
2369,Deeyah Khan: What we don't know about Europe's Muslim kids,Deeyah Khan,669,319,593,97,260,142,24,56,11,10,12,2,2,5,2202
2370,Deepika Kurup: A young scientist's quest for clean water,Deepika Kurup,172,98,229,6,14,27,68,70,36,35,3,1,5,11,775
2371,Sarah Parcak: Help discover ancient ruins -- before it's too late,Sarah Parcak,134,64,183,9,127,50,24,19,22,24,17,1,3,2,679
2372,Alan Smith: Why you should love statistics,Alan Smith,341,114,87,108,21,163,35,33,97,5,5,15,9,3,1036
2373,Eduardo Briceño: How to get better at the things you care about,Eduardo Briceño,300,1252,247,1910,164,916,470,16,3,79,68,27,26,5,5483
2374,Sue Klebold: My son was a Columbine shooter. This is my story,Sue Klebold,289,1145,10,25,14,415,131,370,112,78,14,35,6,10,2654
2375,Nagin Cox: What time is it on Mars?,Nagin Cox,271,312,308,23,62,10,95,11,6,31,32,9,5,9,1184
2376,Maurice Conti: The incredible inventions of intuitive AI,Maurice Conti,37,420,456,529,184,241,82,87,30,30,23,12,5,2,2138
2377,Thordis Elva and Tom Stranger: Our story of rape and reconciliation,Thordis Elva and Tom Stranger,1053,635,248,203,227,101,143,36,58,25,36,17,96,16,2894
2378,Joshua Smith: New nanotech to detect cancer early,Joshua Smith,76,72,121,184,128,41,41,29,15,4,5,2,5,1,724
2379,Jeff Speck: 4 ways to make a city more walkable,Jeff Speck,67,280,136,84,107,121,11,24,31,4,4,1,0,0,870
2380,Aala El-Khani: What it's like to be a parent in a war zone,Aala El-Khani,203,86,160,96,70,15,23,15,38,9,14,7,1,0,737
2381,Miriam Zoila Pérez: How racism harms pregnant women -- and what can help,Miriam Zoila Pérez,112,54,18,25,22,6,37,5,15,3,20,20,22,9,368
2382,Rodrigo y Gabriela: An electrifying acoustic guitar performance, Rodrigo y Gabriela,383,31,233,266,18,111,53,3,35,3,4,1,1,3,1145
2383,Amy Adele Hasinoff: How to practice safe sexting,Amy Adele Hasinoff,250,112,132,58,75,40,7,8,17,52,31,18,12,29,841
2384,Lara Setrakian: 3 ways to fix a broken news industry,Lara Setrakian,430,292,185,8,45,33,225,43,22,6,20,14,5,3,1331
2385,Salil Dudani: How jails extort the poor,Salil Dudani,31,133,219,101,102,40,18,6,44,13,6,6,2,4,725
2386,Grady Booch: Don't fear superintelligent AI,Grady Booch,251,219,65,89,99,47,48,136,12,10,62,22,12,12,1084
2387,Yuval Noah Harari: Nationalism vs. globalism: the new political divide,Yuval Noah Harari,583,65,333,380,214,87,76,120,12,29,19,24,30,23,1995
2388,Brittney Cooper: The racial politics of time,Brittney Cooper,147,169,118,64,94,38,15,12,28,16,13,44,35,4,797
2389,Jonathan Rossiter: A robot that eats pollution,Jonathan Rossiter,290,234,267,182,53,29,23,27,5,19,13,5,11,17,1175
2390,Charity Wayua: A few ways to fix a government,Charity Wayua,36,278,92,147,47,71,16,52,33,9,3,1,0,0,785
2391,Stacy Smith: The data behind Hollywood's sexism,Stacy Smith,85,176,121,29,79,57,22,46,9,86,27,34,30,15,816
2392,"Ani Liu: Smelfies, and other experiments in synthetic biology",Ani Liu,68,70,80,48,36,6,7,58,10,12,14,2,3,6,420
2393,Jeff Kirschner: This app makes it fun to pick up litter,Jeff Kirschner,288,476,136,213,166,21,40,42,38,8,1,3,3,8,1443
2394,"Lux Narayan: What I learned from 2,000 obituaries",Lux Narayan,117,195,219,255,172,45,71,43,8,11,22,4,4,3,1169
2395,Kathy Hull: Stories from a home for terminally ill children,Kathy Hull,283,293,35,133,52,67,58,16,10,7,0,0,0,0,954
2396,"Sara Ramirez: ""Rollercoaster""",Sara Ramirez,143,25,35,12,21,13,19,2,3,3,1,2,0,0,279
2397,Carrie Poppy: A scientific approach to the paranormal,Carrie Poppy,293,164,58,205,110,17,113,45,24,45,35,23,62,12,1206
2398,Megan Phelps-Roper: I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,1188,482,639,449,1182,172,12,54,24,10,13,29,13,30,4297
2399,"Caroline Paul: To raise brave girls, encourage adventure",Caroline Paul,201,711,180,173,396,255,116,32,24,27,2,7,7,3,2134
2400,Jude Kelly: Why women should tell the stories of humanity,Jude Kelly,56,259,114,67,86,54,17,8,5,12,68,10,44,14,814
2401,Joy Buolamwini: How I'm fighting bias in algorithms,Joy Buolamwini,198,27,23,55,64,90,81,34,33,22,13,4,16,0,660
2402,John Koenig: Beautiful new words to describe obscure emotions,John Koenig,225,89,136,183,232,116,36,33,23,42,11,12,2,6,1146
